club_id,club,player_name,nationality,position,age,born,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,p90_gls,p90_ast,p90_g+a,p90_g-pk,p90_g+a-pk,p90_xg,p90_xag,p90_xg+xag,p90_npxg,p90_npxg+xag,matches
1,Blackburn Rovers,Augustus Kargbo,Sierra Leone,FW,24.0,1999.0,8,2,186,2.1,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,6,13,0.0,0.48,0.48,0.0,0.48,0.21,0.17,0.38,0.21,0.38,https://fbref.com/en/players/0c8f27b5/matchlogs/2024-2025/summary/Augustus-Kargbo-Match-Logs
14,Plymouth Argyle,Nikola Katić,Bosnia and Herzegovina,DF,27.0,1996.0,15,14,1223,13.6,1,0,1,1,0,0,2,0,1.4,1.4,0.1,1.5,4,17,3,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.11,0.1,0.11,https://fbref.com/en/players/35bd124a/matchlogs/2024-2025/summary/Nikola-Katic-Match-Logs
23,Watford,Edo Kayembe,Democratic Republic of the Congo,"MF,FW",26.0,1998.0,44,37,3196,35.5,8,1,9,6,2,2,11,1,6.3,4.8,1.3,6.1,42,115,121,0.23,0.03,0.25,0.17,0.2,0.18,0.04,0.22,0.13,0.17,https://fbref.com/en/players/f99b71de/matchlogs/2024-2025/summary/Edo-Kayembe-Match-Logs
16,Preston North End,Will Keane,Republic of Ireland,"FW,MF",31.0,1993.0,27,13,1124,12.5,3,0,3,3,0,0,0,0,2.8,2.8,0.6,3.4,1,24,48,0.24,0.0,0.24,0.24,0.24,0.23,0.05,0.27,0.23,0.27,https://fbref.com/en/players/fc7f8f87/matchlogs/2024-2025/summary/Will-Keane-Match-Logs
23,Watford,Kévin Keben Biakolo,Cameroon,DF,20.0,2004.0,6,3,256,2.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c43a8336/matchlogs/2024-2025/summary/Kevin-Keben-Biakolo-Match-Logs
11,Millwall,Daniel Kelly,Scotland,MF,18.0,2005.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/dec73dc2/matchlogs/2024-2025/summary/Daniel-Kelly-Match-Logs
16,Preston North End,Kaine Kesler-Hayden,England,"DF,FW",21.0,2002.0,44,41,3670,40.8,2,3,5,2,0,0,6,0,2.8,2.8,2.8,5.6,127,135,193,0.05,0.07,0.12,0.05,0.12,0.07,0.07,0.14,0.07,0.14,https://fbref.com/en/players/9b066938/matchlogs/2024-2025/summary/Kaine-Kesler-Hayden-Match-Logs
22,Swansea City,Josh Key,England,DF,24.0,1999.0,45,39,3469,38.5,1,3,4,1,0,0,3,0,1.3,1.3,2.8,4.2,119,193,160,0.03,0.08,0.1,0.03,0.1,0.03,0.07,0.11,0.03,0.11,https://fbref.com/en/players/98882eb8/matchlogs/2024-2025/summary/Josh-Key-Match-Logs
15,Portsmouth,Ben Killip,England,GK,28.0,1995.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7c23e227/matchlogs/2024-2025/summary/Ben-Killip-Match-Logs
13,Oxford United,Peter Kioso,Democratic Republic of the Congo,DF,25.0,1998.0,30,26,2302,25.6,0,1,1,0,0,0,6,0,0.6,0.6,0.4,0.9,21,74,38,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.04,0.02,0.04,https://fbref.com/en/players/40920f01/matchlogs/2024-2025/summary/Peter-Kioso-Match-Logs
5,Coventry City,Liam Kitching,England,DF,24.0,1999.0,27,26,2284,25.4,0,1,1,0,0,0,7,0,1.5,1.5,1.3,2.8,17,90,8,0.0,0.04,0.04,0.0,0.04,0.06,0.05,0.11,0.06,0.11,https://fbref.com/en/players/23aa33e2/matchlogs/2024-2025/summary/Liam-Kitching-Match-Logs
2,Bristol City,Jason Knight,Republic of Ireland,MF,23.0,2001.0,46,46,4140,46.0,3,6,9,3,0,0,6,0,3.6,3.6,5.0,8.7,74,336,80,0.07,0.13,0.2,0.07,0.2,0.08,0.11,0.19,0.08,0.19,https://fbref.com/en/players/b83ec960/matchlogs/2024-2025/summary/Jason-Knight-Match-Logs
19,Sheffield Wednesday,Olaf Kobacki,Poland,"FW,MF",23.0,2001.0,12,4,369,4.1,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,12,10,25,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.24,0.2,0.24,https://fbref.com/en/players/4bfa13ab/matchlogs/2024-2025/summary/Olaf-Kobacki-Match-Logs
3,Burnley,Luca Koleosho,Italy,"FW,MF",19.0,2004.0,28,20,1677,18.6,2,0,2,2,0,0,4,0,1.9,1.9,2.4,4.3,84,66,185,0.11,0.0,0.11,0.11,0.11,0.1,0.13,0.23,0.1,0.23,https://fbref.com/en/players/fc076f78/matchlogs/2024-2025/summary/Luca-Koleosho-Match-Logs
17,Queens Park Rangers,Rayan Kolli,Algeria,FW,19.0,2005.0,20,9,822,9.1,4,2,6,4,0,0,2,0,1.6,1.6,1.2,2.9,10,10,46,0.44,0.22,0.66,0.44,0.66,0.18,0.13,0.31,0.18,0.31,https://fbref.com/en/players/55388631/matchlogs/2024-2025/summary/Rayan-Kolli-Match-Logs
20,Stoke City,Lewis Koumas,Wales,"FW,MF",18.0,2005.0,43,26,2441,27.1,3,2,5,3,0,0,5,0,5.0,5.0,1.8,6.8,70,29,166,0.11,0.07,0.18,0.11,0.18,0.19,0.07,0.25,0.19,0.25,https://fbref.com/en/players/d77edba6/matchlogs/2024-2025/summary/Lewis-Koumas-Match-Logs
4,Cardiff City,Ronan Kpakio,Wales,DF,17.0,2007.0,3,1,108,1.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,6,0.0,0.83,0.83,0.0,0.83,0.01,0.1,0.11,0.01,0.11,https://fbref.com/en/players/d1aaf010/matchlogs/2024-2025/summary/Ronan-Kpakio-Match-Logs
9,Luton Town,Tom Krauß,Germany,MF,23.0,2001.0,23,20,1601,17.8,2,4,6,2,0,0,1,0,0.9,0.9,2.5,3.3,17,65,49,0.11,0.22,0.34,0.11,0.34,0.05,0.14,0.19,0.05,0.19,https://fbref.com/en/players/9f77012e/matchlogs/2024-2025/summary/Tom-Krauss-Match-Logs
15,Portsmouth,Paddy Lane,Northern Ireland,"MF,FW",23.0,2001.0,22,13,1074,11.9,1,1,2,1,0,0,2,0,1.1,1.1,1.4,2.5,16,25,51,0.08,0.08,0.17,0.08,0.17,0.09,0.12,0.21,0.09,0.21,https://fbref.com/en/players/426f0566/matchlogs/2024-2025/summary/Paddy-Lane-Match-Logs
15,Portsmouth,Callum Lang,England,"MF,FW",25.0,1998.0,32,28,2438,27.1,10,2,12,8,2,2,9,0,9.7,8.1,2.3,10.4,56,59,137,0.37,0.07,0.44,0.3,0.37,0.36,0.08,0.44,0.3,0.38,https://fbref.com/en/players/8df5f70b/matchlogs/2024-2025/summary/Callum-Lang-Match-Logs
6,Derby County,Sondre Langås,Norway,DF,23.0,2001.0,14,13,1118,12.4,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,1,31,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/107e4890/matchlogs/2024-2025/summary/Sondre-Langas-Match-Logs
11,Millwall,Macaulay Langstaff,England,FW,27.0,1997.0,34,14,1388,15.4,1,2,3,1,0,0,0,0,3.9,3.9,1.6,5.5,21,15,70,0.06,0.13,0.19,0.06,0.19,0.25,0.1,0.35,0.25,0.35,https://fbref.com/en/players/ca9b48af/matchlogs/2024-2025/summary/Macaulay-Langstaff-Match-Logs
24,West Bromwich Albion,Will Lankshear,England,FW,19.0,2005.0,11,4,350,3.9,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,0,2,13,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,https://fbref.com/en/players/92df535b/matchlogs/2024-2025/summary/Will-Lankshear-Match-Logs
23,Watford,Yasser Larouci,Algeria,"DF,MF",23.0,2001.0,39,26,2136,23.7,0,3,3,0,0,0,3,0,0.9,0.9,4.7,5.6,72,70,149,0.0,0.13,0.13,0.0,0.13,0.04,0.2,0.23,0.04,0.23,https://fbref.com/en/players/0ed063d6/matchlogs/2024-2025/summary/Yasser-Larouci-Match-Logs
5,Coventry City,Joël Latibeaudière,Jamaica,DF,24.0,2000.0,33,29,2574,28.6,0,0,0,0,0,0,5,0,0.9,0.9,1.4,2.3,16,81,10,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/a4183553/matchlogs/2024-2025/summary/Joel-Latibeaudiere-Match-Logs
10,Middlesbrough,Emmanuel Latte Lath,Ivory Coast,FW,25.0,1999.0,29,20,1765,19.6,11,3,14,9,2,2,3,0,10.6,9.0,2.3,11.3,30,24,98,0.56,0.15,0.71,0.46,0.61,0.54,0.12,0.66,0.46,0.58,https://fbref.com/en/players/1c9cfad4/matchlogs/2024-2025/summary/Emmanuel-Latte-Lath-Match-Logs
20,Stoke City,Josh Laurent,England,MF,29.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,3,0,0.0,0.0,0.8,0.8,4,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,https://fbref.com/en/players/f0068e0f/matchlogs/2024-2025/summary/Josh-Laurent-Match-Logs
3,Burnley,Josh Laurent,England,MF,29.0,1995.0,42,25,2451,27.2,2,2,4,2,0,0,4,0,3.2,3.2,3.2,6.3,38,109,89,0.07,0.07,0.15,0.07,0.15,0.12,0.12,0.23,0.12,0.23,https://fbref.com/en/players/f0068e0f/matchlogs/2024-2025/summary/Josh-Laurent-Match-Logs
20,Stoke City,Mohammed Lawal,Republic of Ireland,"DF,MF",21.0,2003.0,7,1,206,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,4,4,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,https://fbref.com/en/players/770f1584/matchlogs/2024-2025/summary/Mohammed-Lawal-Match-Logs
4,Cardiff City,Dylan Lawlor,Wales,DF,18.0,2006.0,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cccfe752/matchlogs/2024-2025/summary/Dylan-Lawlor-Match-Logs
21,Sunderland,Enzo Le Fée,France,"FW,MF",24.0,2000.0,15,11,1001,11.1,1,1,2,1,0,0,2,0,0.9,0.9,2.3,3.2,47,51,106,0.09,0.09,0.18,0.09,0.18,0.08,0.21,0.29,0.08,0.29,https://fbref.com/en/players/6f806d99/matchlogs/2024-2025/summary/Enzo-Le-Fee-Match-Logs
11,Millwall,Tom Leahy,England,FW,20.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a2f34f23/matchlogs/2024-2025/summary/Tom-Leahy-Match-Logs
16,Preston North End,Ryan Ledson,England,MF,26.0,1997.0,26,14,1211,13.5,1,1,2,1,0,0,7,0,0.9,0.9,1.6,2.5,2,59,26,0.07,0.07,0.15,0.07,0.15,0.07,0.12,0.19,0.07,0.19,https://fbref.com/en/players/33a5c9b8/matchlogs/2024-2025/summary/Ryan-Ledson-Match-Logs
13,Oxford United,Greg Leigh,Jamaica,DF,29.0,1994.0,34,24,2338,26.0,6,1,7,6,0,0,1,0,3.2,3.2,2.0,5.2,31,73,76,0.23,0.04,0.27,0.23,0.27,0.12,0.08,0.2,0.12,0.2,https://fbref.com/en/players/9684b64f/matchlogs/2024-2025/summary/Greg-Leigh-Match-Logs
1,Blackburn Rovers,Harry Leonard,England,"FW,MF",20.0,2003.0,9,0,149,1.7,1,0,1,1,0,0,0,0,1.6,1.6,0.3,1.9,1,2,11,0.6,0.0,0.6,0.6,0.6,0.96,0.2,1.16,0.96,1.16,https://fbref.com/en/players/b8c665a1/matchlogs/2024-2025/summary/Harry-Leonard-Match-Logs
11,Millwall,Ryan Leonard,England,DF,32.0,1992.0,33,29,2631,29.2,0,1,1,0,0,0,8,0,0.9,0.9,2.2,3.1,32,120,68,0.0,0.03,0.03,0.0,0.03,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/fd45ca7b/matchlogs/2024-2025/summary/Ryan-Leonard-Match-Logs
7,Hull City,Lincoln,Brazil,"FW,MF",25.0,1998.0,11,4,420,4.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,12,26,0.0,0.21,0.21,0.0,0.21,0.03,0.05,0.07,0.03,0.07,https://fbref.com/en/players/27504df8/matchlogs/2024-2025/summary/Lincoln-Match-Logs
16,Preston North End,Liam Lindsay,Scotland,DF,28.0,1995.0,35,29,2609,29.0,1,1,2,1,0,0,10,2,2.0,2.0,0.7,2.7,0,54,7,0.03,0.03,0.07,0.03,0.07,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/30d47f6f/matchlogs/2024-2025/summary/Liam-Lindsay-Match-Logs
17,Queens Park Rangers,Alfie Lloyd,England,"FW,MF",21.0,2003.0,27,4,747,8.3,2,0,2,2,0,0,4,0,1.4,1.4,0.9,2.3,21,11,51,0.24,0.0,0.24,0.24,0.24,0.17,0.11,0.28,0.17,0.28,https://fbref.com/en/players/f6702aa2/matchlogs/2024-2025/summary/Alfie-Lloyd-Match-Logs
22,Swansea City,Ben Lloyd,Wales,"MF,FW",19.0,2005.0,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c40d850b/matchlogs/2024-2025/summary/Ben-Lloyd-Match-Logs
12,Norwich City,George Long,England,GK,30.0,1993.0,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/754e3f2d/matchlogs/2024-2025/summary/George-Long-Match-Logs
13,Oxford United,Sam Long,England,DF,29.0,1995.0,24,18,1657,18.4,1,1,2,1,0,0,2,0,0.9,0.9,0.7,1.6,10,43,10,0.05,0.05,0.11,0.05,0.11,0.05,0.04,0.09,0.05,0.09,https://fbref.com/en/players/287fb669/matchlogs/2024-2025/summary/Sam-Long-Match-Logs
7,Hull City,Ryan Longman,England,"FW,MF",23.0,2000.0,9,6,478,5.3,1,0,1,1,0,0,0,0,1.7,1.7,0.8,2.5,17,7,49,0.19,0.0,0.19,0.19,0.19,0.31,0.15,0.46,0.31,0.46,https://fbref.com/en/players/9af7cc6d/matchlogs/2024-2025/summary/Ryan-Longman-Match-Logs
23,Watford,Imran Louza,Morocco,MF,25.0,1999.0,33,30,2677,29.7,2,5,7,2,0,0,11,0,2.0,2.0,4.2,6.2,34,175,45,0.07,0.17,0.24,0.07,0.24,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/e1df6989/matchlogs/2024-2025/summary/Imran-Louza-Match-Logs
19,Sheffield Wednesday,Jamal Lowe,Jamaica,"FW,MF",30.0,1994.0,24,12,960,10.7,3,2,5,3,0,0,2,0,3.0,3.0,0.3,3.3,15,25,54,0.28,0.19,0.47,0.28,0.47,0.28,0.03,0.31,0.28,0.31,https://fbref.com/en/players/b2856bc0/matchlogs/2024-2025/summary/Jamal-Lowe-Match-Logs
19,Sheffield Wednesday,Max Lowe,England,DF,27.0,1997.0,34,31,2684,29.8,0,0,0,0,0,0,2,0,0.0,0.0,0.8,0.8,14,100,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/7af88b33/matchlogs/2024-2025/summary/Max-Lowe-Match-Logs
20,Stoke City,Nathan Lowe,England,"FW,MF",18.0,2005.0,10,5,468,5.2,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.5,3,6,19,0.19,0.0,0.19,0.19,0.19,0.24,0.04,0.28,0.24,0.28,https://fbref.com/en/players/5567d6f5/matchlogs/2024-2025/summary/Nathan-Lowe-Match-Logs
3,Burnley,Lucas,Brazil,DF,23.0,2001.0,34,32,2794,31.0,0,2,2,0,0,0,7,0,1.0,1.0,2.1,3.1,65,106,131,0.0,0.06,0.06,0.0,0.06,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/5d68f5b2/matchlogs/2024-2025/summary/Lucas-Match-Logs
17,Queens Park Rangers,Nicolas Madsen,Denmark,"MF,FW",24.0,2000.0,31,20,1753,19.5,3,3,6,2,1,1,2,0,2.8,2.0,2.8,4.8,13,84,56,0.15,0.15,0.31,0.1,0.26,0.15,0.14,0.29,0.1,0.25,https://fbref.com/en/players/6d7e4b06/matchlogs/2024-2025/summary/Nicolas-Madsen-Match-Logs
12,Norwich City,Lucien Mahovo,England,DF,19.0,2005.0,8,6,524,5.8,0,0,0,0,0,0,0,0,0.5,0.5,1.2,1.7,7,22,29,0.0,0.0,0.0,0.0,0.0,0.08,0.21,0.29,0.08,0.29,https://fbref.com/en/players/baf80e27/matchlogs/2024-2025/summary/Lucien-Mahovo-Match-Logs
24,West Bromwich Albion,Josh Maja,Nigeria,FW,25.0,1998.0,26,26,2056,22.8,12,2,14,12,0,0,2,0,10.0,10.0,2.6,12.7,16,45,83,0.53,0.09,0.61,0.53,0.61,0.44,0.11,0.55,0.44,0.55,https://fbref.com/en/players/bc0bfc64/matchlogs/2024-2025/summary/Josh-Maja-Match-Logs
9,Luton Town,Christ Makosso,Republic of the Congo,DF,20.0,2004.0,13,12,956,10.6,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.5,2,23,1,0.0,0.09,0.09,0.0,0.09,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/70481099/matchlogs/2024-2025/summary/Christ-Makosso-Match-Logs
20,Stoke City,Million Manhoef,Netherlands,"FW,MF",22.0,2002.0,34,28,2422,26.9,5,5,10,5,0,0,1,0,7.8,7.8,6.4,14.2,82,78,166,0.19,0.19,0.37,0.19,0.37,0.29,0.24,0.53,0.29,0.53,https://fbref.com/en/players/3fa733bc/matchlogs/2024-2025/summary/Million-Manhoef-Match-Logs
4,Cardiff City,Sivert Mannsverk,Norway,MF,22.0,2002.0,14,12,1004,11.2,0,1,1,0,0,0,4,0,0.3,0.3,1.1,1.4,11,60,13,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13,https://fbref.com/en/players/773e16b9/matchlogs/2024-2025/summary/Sivert-Mannsverk-Match-Logs
3,Burnley,Benson Manuel,Angola,"MF,FW",27.0,1997.0,3,0,46,0.5,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,5,4,11,1.96,0.0,1.96,1.96,1.96,0.2,0.0,0.2,0.2,0.2,https://fbref.com/en/players/d7f99582/matchlogs/2024-2025/summary/Benson-Manuel-Match-Logs
12,Norwich City,Emiliano Marcondes,Denmark,"MF,FW",29.0,1995.0,33,25,2280,25.3,5,6,11,5,0,0,5,0,5.6,5.6,3.3,8.9,29,114,115,0.2,0.24,0.43,0.2,0.43,0.22,0.13,0.35,0.22,0.35,https://fbref.com/en/players/4d960fc3/matchlogs/2024-2025/summary/Emiliano-Marcondes-Match-Logs
5,Coventry City,Ephron Mason-Clark,England,"FW,MF",24.0,1999.0,30,17,1630,18.1,5,5,10,5,0,0,2,0,6.5,6.5,5.4,11.8,77,29,158,0.28,0.28,0.55,0.28,0.55,0.36,0.3,0.65,0.36,0.65,https://fbref.com/en/players/0d5a541f/matchlogs/2024-2025/summary/Ephron-Mason-Clark-Match-Logs
3,Burnley,Han-Noah Massengo,France,MF,23.0,2001.0,8,1,97,1.1,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,0,2,2,0.0,0.93,0.93,0.0,0.93,0.22,0.08,0.3,0.22,0.3,https://fbref.com/en/players/eba1e557/matchlogs/2024-2025/summary/Han-Noah-Massengo-Match-Logs
23,Watford,Zavier Massiah,England,FW,17.0,2007.0,4,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,https://fbref.com/en/players/1a1b127d/matchlogs/2024-2025/summary/Zavier-Massiah-Match-Logs
7,Hull City,Eliot Matazo,Belgium,MF,22.0,2002.0,6,4,300,3.3,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,8,16,6,0.3,0.0,0.3,0.3,0.3,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/15944afd/matchlogs/2024-2025/summary/Eliot-Matazo-Match-Logs
13,Oxford United,Alex Matos,England,MF,19.0,2004.0,20,10,933,10.4,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.4,12,18,22,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,https://fbref.com/en/players/ed383e43/matchlogs/2024-2025/summary/Alex-Matos-Match-Logs
15,Portsmouth,Hayden Matthews,Australia,DF,20.0,2004.0,6,3,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/5b6682d4/matchlogs/2024-2025/summary/Hayden-Matthews-Match-Logs
21,Sunderland,Eliezer Mayenda,Spain,"FW,MF",19.0,2005.0,37,22,2155,23.9,8,5,13,8,0,0,2,0,10.1,10.1,4.0,14.1,82,32,158,0.33,0.21,0.54,0.33,0.54,0.42,0.17,0.59,0.42,0.59,https://fbref.com/en/players/6a021e43/matchlogs/2024-2025/summary/Eliezer-Mayenda-Match-Logs
2,Bristol City,Fally Mayulu,France,FW,22.0,2002.0,15,3,402,4.5,2,0,2,2,0,0,0,0,1.9,1.9,0.0,1.9,5,5,25,0.45,0.0,0.45,0.45,0.45,0.42,0.0,0.42,0.42,0.42,https://fbref.com/en/players/c7ad19f8/matchlogs/2024-2025/summary/Fally-Mayulu-Match-Logs
18,Sheffield United,Sam McCallum,England,"DF,MF",23.0,2000.0,33,9,1057,11.7,2,0,2,2,0,0,1,0,1.5,1.5,0.6,2.1,12,38,54,0.17,0.0,0.17,0.17,0.17,0.13,0.05,0.18,0.13,0.18,https://fbref.com/en/players/7074c8f1/matchlogs/2024-2025/summary/Sam-McCallum-Match-Logs
16,Preston North End,Alistair McCann,Northern Ireland,MF,24.0,1999.0,29,28,2418,26.9,1,0,1,1,0,0,9,0,2.0,2.0,0.5,2.5,12,78,40,0.04,0.0,0.04,0.04,0.04,0.08,0.02,0.09,0.08,0.09,https://fbref.com/en/players/0a14d8a7/matchlogs/2024-2025/summary/Alistair-McCann-Match-Logs
12,Norwich City,Ruairi Mcconville,Northern Ireland,DF,19.0,2005.0,8,3,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,9,2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/1a28b886/matchlogs/2024-2025/summary/Ruairi-Mcconville-Match-Logs
10,Middlesbrough,George McCormick,England,FW,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9da4783b/matchlogs/2024-2025/summary/George-McCormick-Match-Logs
2,Bristol City,Ross McCrorie,Scotland,"DF,MF",26.0,1998.0,23,18,1475,16.4,5,0,5,5,0,0,10,1,2.6,2.6,1.5,4.1,23,26,106,0.31,0.0,0.31,0.31,0.31,0.16,0.09,0.25,0.16,0.25,https://fbref.com/en/players/94d628b1/matchlogs/2024-2025/summary/Ross-McCrorie-Match-Logs
13,Oxford United,Josh McEachran,England,MF,31.0,1993.0,12,6,508,5.6,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,2,8,1,0.0,0.18,0.18,0.0,0.18,0.01,0.18,0.19,0.01,0.19,https://fbref.com/en/players/48565585/matchlogs/2024-2025/summary/Josh-McEachran-Match-Logs
1,Blackburn Rovers,Kyle McFadzean,Scotland,FW,37.0,1987.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d958cde6/matchlogs/2024-2025/summary/Kyle-McFadzean-Match-Logs
10,Middlesbrough,Riley McGree,Australia,FW,25.0,1998.0,17,11,943,10.5,1,5,6,1,0,0,2,0,2.6,2.6,3.1,5.7,18,61,73,0.1,0.48,0.57,0.1,0.57,0.24,0.3,0.54,0.24,0.54,https://fbref.com/en/players/59d61727/matchlogs/2024-2025/summary/Riley-McGree-Match-Logs
2,Bristol City,Marcus McGuane,England,MF,25.0,1999.0,21,11,1063,11.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,21,41,15,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/781b698a/matchlogs/2024-2025/summary/Marcus-McGuane-Match-Logs
9,Luton Town,Mark McGuinness,Republic of Ireland,DF,23.0,2001.0,43,41,3753,41.7,3,3,6,3,0,0,4,0,3.6,3.6,1.5,5.1,1,83,11,0.07,0.07,0.14,0.07,0.14,0.09,0.03,0.12,0.09,0.12,https://fbref.com/en/players/0fae1880/matchlogs/2024-2025/summary/Mark-McGuinness-Match-Logs
15,Portsmouth,Tom McIntyre,Scotland,DF,25.0,1998.0,12,11,1019,11.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,6,22,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/6e90b2f7/matchlogs/2024-2025/summary/Tom-McIntyre-Match-Logs
12,Norwich City,Kenny McLean,Scotland,"MF,DF",32.0,1992.0,34,33,2994,33.3,0,4,4,0,0,0,6,1,0.6,0.6,3.6,4.2,51,190,38,0.0,0.12,0.12,0.0,0.12,0.02,0.11,0.13,0.02,0.13,https://fbref.com/en/players/471f16b3/matchlogs/2024-2025/summary/Kenny-McLean-Match-Logs
7,Hull City,Sean McLoughlin,Republic of Ireland,DF,27.0,1996.0,37,37,3213,35.7,0,1,1,0,0,0,6,0,1.6,1.6,0.9,2.5,32,158,42,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/315eb8f6/matchlogs/2024-2025/summary/Sean-McLoughlin-Match-Logs
24,West Bromwich Albion,Paddy McNair,Northern Ireland,DF,29.0,1995.0,2,2,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8ac454b5/matchlogs/2024-2025/summary/Paddy-McNair-Match-Logs
2,Bristol City,Luke McNally,Republic of Ireland,DF,24.0,1999.0,26,26,2322,25.8,3,1,4,3,0,0,5,0,2.5,2.5,0.8,3.3,16,70,6,0.12,0.04,0.16,0.12,0.16,0.1,0.03,0.13,0.1,0.13,https://fbref.com/en/players/22a93e73/matchlogs/2024-2025/summary/Luke-McNally-Match-Logs
