club_id,club,player_name,nationality,position,age,born,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,p90_gls,p90_ast,p90_g+a,p90_g-pk,p90_g+a-pk,p90_xg,p90_xag,p90_xg+xag,p90_npxg,p90_npxg+xag,matches
8,Leeds United,Brenden Aaronson,United States,MF,23.0,2000.0,46,43,3551,39.5,9,2,11,9,0,0,1,0,11.3,11.3,5.7,17.1,84,160,243,0.23,0.05,0.28,0.23,0.28,0.29,0.14,0.43,0.29,0.43,https://fbref.com/en/players/5bc43860/matchlogs/2024-2025/summary/Brenden-Aaronson-Match-Logs
9,Luton Town,Thelo Aasgaard,Norway,"MF,FW",22.0,2002.0,17,17,1513,16.8,2,1,3,2,0,0,1,0,3.2,3.2,1.1,4.3,27,46,71,0.12,0.06,0.18,0.12,0.18,0.19,0.07,0.25,0.19,0.25,https://fbref.com/en/players/c88a28b9/matchlogs/2024-2025/summary/Thelo-Aasgaard-Match-Logs
23,Watford,James Abankwah,Republic of Ireland,DF,20.0,2004.0,19,17,1384,15.4,0,0,0,0,0,0,4,1,0.1,0.1,0.3,0.3,21,55,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,https://fbref.com/en/players/4b7a9fcc/matchlogs/2024-2025/summary/James-Abankwah-Match-Logs
21,Sunderland,Salis Abdul Samed,Ghana,MF,24.0,2000.0,10,3,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/82464ce3/matchlogs/2024-2025/summary/Salis-Abdul-Samed-Match-Logs
22,Swansea City,Azeem Abdulai,Scotland,"FW,MF",21.0,2002.0,17,2,348,3.9,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,8,10,53,0.26,0.0,0.26,0.26,0.26,0.11,0.05,0.16,0.11,0.16,https://fbref.com/en/players/a0893a41/matchlogs/2024-2025/summary/Azeem-Abdulai-Match-Logs
6,Derby County,Ebou Adams,The Gambia,MF,28.0,1996.0,44,42,3789,42.1,6,1,7,6,0,0,12,0,5.2,5.2,1.9,7.1,27,131,77,0.14,0.02,0.17,0.14,0.17,0.12,0.05,0.17,0.12,0.17,https://fbref.com/en/players/84d7ae33/matchlogs/2024-2025/summary/Ebou-Adams-Match-Logs
9,Luton Town,Elijah Adebayo,England,FW,26.0,1998.0,39,31,2425,26.9,5,0,5,5,0,0,1,0,12.8,12.8,1.1,13.9,31,20,144,0.19,0.0,0.19,0.19,0.19,0.48,0.04,0.52,0.48,0.52,https://fbref.com/en/players/0480ebc7/matchlogs/2024-2025/summary/Elijah-Adebayo-Match-Logs
23,Watford,Michael Adu-Poku,England,FW,18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e47141d7/matchlogs/2024-2025/summary/Michael-Adu-Poku-Match-Logs
3,Burnley,Enock Agyei,Belgium,"FW,MF",19.0,2005.0,3,0,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,8,5,12,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,https://fbref.com/en/players/a1dd3b81/matchlogs/2024-2025/summary/Enock-Agyei-Match-Logs
18,Sheffield United,Anel Ahmedhodžić,Bosnia and Herzegovina,DF,25.0,1999.0,38,35,3136,34.8,3,1,4,3,0,0,11,1,2.3,2.3,1.2,3.6,39,88,8,0.09,0.03,0.11,0.09,0.11,0.07,0.04,0.1,0.07,0.1,https://fbref.com/en/players/eab957a3/matchlogs/2024-2025/summary/Anel-Ahmedhodzic-Match-Logs
24,West Bromwich Albion,Semi Ajayi,Nigeria,DF,30.0,1993.0,15,14,1228,13.6,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.5,9,51,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/d6192210/matchlogs/2024-2025/summary/Semi-Ajayi-Match-Logs
21,Sunderland,Milan Aleksić,Serbia,"MF,FW",18.0,2005.0,8,3,290,3.2,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,11,7,29,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.34,0.25,0.34,https://fbref.com/en/players/c79f7793/matchlogs/2024-2025/summary/Milan-Aleksic-Match-Logs
21,Sunderland,Ajibola Alese,England,DF,23.0,2001.0,12,8,703,7.8,0,0,0,0,0,0,2,0,0.5,0.5,0.5,1.0,3,29,19,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,https://fbref.com/en/players/182a8b9d/matchlogs/2024-2025/summary/Ajibola-Alese-Match-Logs
5,Coventry City,Jamie Allen,England,MF,29.0,1995.0,21,12,1004,11.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,2,37,6,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/2c183a79/matchlogs/2024-2025/summary/Jamie-Allen-Match-Logs
22,Swansea City,Joe Allen,Wales,MF,34.0,1990.0,25,8,709,7.9,1,1,2,1,0,0,2,0,0.9,0.9,0.4,1.3,7,40,19,0.13,0.13,0.25,0.13,0.25,0.12,0.05,0.16,0.12,0.16,https://fbref.com/en/players/9feb8f24/matchlogs/2024-2025/summary/Joe-Allen-Match-Logs
9,Luton Town,Millenic Alli,Republic of Ireland,"FW,DF",24.0,2000.0,16,6,766,8.5,4,0,4,4,0,0,1,0,1.3,1.3,0.3,1.7,41,14,53,0.47,0.0,0.47,0.47,0.47,0.16,0.04,0.2,0.16,0.2,https://fbref.com/en/players/b639311c/matchlogs/2024-2025/summary/Millenic-Alli-Match-Logs
4,Cardiff City,Jak Alnwick,England,GK,31.0,1993.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b0835fc0/matchlogs/2024-2025/summary/Jak-Alnwick-Match-Logs
4,Cardiff City,Will Alves,England,"FW,MF",19.0,2005.0,14,8,667,7.4,1,3,4,1,0,0,0,0,0.8,0.8,0.9,1.7,29,14,54,0.13,0.4,0.54,0.13,0.54,0.1,0.12,0.23,0.1,0.23,https://fbref.com/en/players/39ef5a7b/matchlogs/2024-2025/summary/Will-Alves-Match-Logs
7,Hull City,Steven Alzate,Colombia,MF,25.0,1998.0,28,21,1941,21.6,0,1,1,0,0,0,2,0,0.5,0.5,0.7,1.2,18,77,14,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.06,0.02,0.06,https://fbref.com/en/players/ad1f61f3/matchlogs/2024-2025/summary/Steven-Alzate-Match-Logs
3,Burnley,Zeki Amdouni,Switzerland,MF,23.0,2000.0,2,0,35,0.4,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,2.57,0.0,2.57,2.57,2.57,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/2ee5b0c9/matchlogs/2024-2025/summary/Zeki-Amdouni-Match-Logs
8,Leeds United,Ethan Ampadu,Wales,"DF,MF",23.0,2000.0,29,26,2285,25.4,0,0,0,0,0,0,7,0,0.6,0.6,1.5,2.0,26,106,9,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/10b9fa99/matchlogs/2024-2025/summary/Ethan-Ampadu-Match-Logs
7,Hull City,Nordin Amrabat,Morocco,"FW,MF",37.0,1987.0,10,2,288,3.2,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.5,14,14,30,0.0,0.31,0.31,0.0,0.31,0.08,0.09,0.17,0.08,0.17,https://fbref.com/en/players/7c2a398c/matchlogs/2024-2025/summary/Nordin-Amrabat-Match-Logs
17,Queens Park Rangers,Lucas Andersen,Denmark,"MF,FW",29.0,1994.0,33,13,1165,12.9,2,0,2,2,0,0,1,0,1.8,1.8,1.8,3.7,17,38,80,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.28,0.14,0.28,https://fbref.com/en/players/bb753183/matchlogs/2024-2025/summary/Lucas-Andersen-Match-Logs
21,Sunderland,Joe Anderson,England,DF,23.0,2001.0,2,1,99,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/19a890ba/matchlogs/2024-2025/summary/Joe-Anderson-Match-Logs
23,Watford,Ryan Andrews,England,"DF,MF",19.0,2004.0,38,21,2086,23.2,3,2,5,3,0,0,3,0,1.1,1.1,2.2,3.2,51,56,112,0.13,0.09,0.22,0.13,0.22,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/40d103f8/matchlogs/2024-2025/summary/Ryan-Andrews-Match-Logs
3,Burnley,Jaidon Anthony,England,"FW,MF",24.0,1999.0,43,42,3661,40.7,8,7,15,8,0,0,4,0,9.4,9.4,8.1,17.5,184,159,375,0.2,0.17,0.37,0.2,0.37,0.23,0.2,0.43,0.23,0.43,https://fbref.com/en/players/e4238fb1/matchlogs/2024-2025/summary/Jaidon-Anthony-Match-Logs
15,Portsmouth,Adil Aouchiche,France,"MF,FW",22.0,2002.0,12,9,683,7.6,1,1,2,1,0,0,2,0,1.2,1.2,0.4,1.6,14,18,41,0.13,0.13,0.26,0.13,0.26,0.16,0.05,0.21,0.16,0.21,https://fbref.com/en/players/b94b8be1/matchlogs/2024-2025/summary/Adil-Aouchiche-Match-Logs
21,Sunderland,Adil Aouchiche,France,"FW,MF",22.0,2002.0,8,3,296,3.3,0,1,1,0,0,0,0,0,0.5,0.5,1.6,2.1,14,14,56,0.0,0.3,0.3,0.0,0.3,0.16,0.48,0.64,0.16,0.64,https://fbref.com/en/players/b94b8be1/matchlogs/2024-2025/summary/Adil-Aouchiche-Match-Logs
18,Sheffield United,Oliver Arblaster,England,MF,20.0,2004.0,12,11,978,10.9,2,1,3,2,0,0,3,0,0.7,0.7,1.3,2.0,14,84,19,0.18,0.09,0.28,0.18,0.28,0.07,0.12,0.19,0.07,0.19,https://fbref.com/en/players/afe1a491/matchlogs/2024-2025/summary/Oliver-Arblaster-Match-Logs
15,Portsmouth,Jordan Archer,Scotland,GK,31.0,1993.0,2,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/480c4a00/matchlogs/2024-2025/summary/Jordan-Archer-Match-Logs
24,West Bromwich Albion,Adam Armstrong,England,FW,27.0,1997.0,16,12,1008,11.2,3,0,3,2,1,1,0,0,3.8,3.0,0.4,3.4,14,11,46,0.27,0.0,0.27,0.18,0.18,0.34,0.04,0.37,0.27,0.3,https://fbref.com/en/players/68c720b5/matchlogs/2024-2025/summary/Adam-Armstrong-Match-Logs
6,Derby County,Harrison Armstrong,England,MF,17.0,2007.0,15,12,1105,12.3,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.7,10,39,12,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.05,0.04,0.05,https://fbref.com/en/players/de59e609/matchlogs/2024-2025/summary/Harrison-Armstrong-Match-Logs
2,Bristol City,Sinclair Armstrong,Republic of Ireland,FW,21.0,2003.0,36,17,1555,17.3,3,0,3,3,0,0,1,0,5.1,5.1,0.8,6.0,33,16,121,0.17,0.0,0.17,0.17,0.17,0.3,0.05,0.35,0.3,0.35,https://fbref.com/en/players/c2bf2522/matchlogs/2024-2025/summary/Sinclair-Armstrong-Match-Logs
19,Sheffield Wednesday,Stuart Armstrong,Scotland,"MF,FW",32.0,1992.0,11,6,536,6.0,0,1,1,0,0,0,0,0,1.1,1.1,1.0,2.1,14,25,31,0.0,0.17,0.17,0.0,0.17,0.19,0.17,0.36,0.19,0.36,https://fbref.com/en/players/97333cf5/matchlogs/2024-2025/summary/Stuart-Armstrong-Match-Logs
17,Queens Park Rangers,Harrison Ashby,Scotland,"DF,FW",22.0,2001.0,29,17,1583,17.6,0,1,1,0,0,0,6,0,1.4,1.4,1.1,2.5,19,38,45,0.0,0.06,0.06,0.0,0.06,0.08,0.06,0.14,0.08,0.14,https://fbref.com/en/players/b391383a/matchlogs/2024-2025/summary/Harrison-Ashby-Match-Logs
4,Cardiff City,Cian Ashford,Wales,"FW,MF",19.0,2004.0,28,17,1522,16.9,2,3,5,2,0,0,0,0,1.6,1.6,2.8,4.4,41,35,96,0.12,0.18,0.3,0.12,0.3,0.1,0.17,0.26,0.1,0.26,https://fbref.com/en/players/cd43347e/matchlogs/2024-2025/summary/Cian-Ashford-Match-Logs
15,Portsmouth,Robert Atkinson,England,DF,26.0,1998.0,14,13,1098,12.2,2,1,3,2,0,0,4,0,0.5,0.5,1.0,1.6,9,39,1,0.16,0.08,0.25,0.16,0.25,0.05,0.08,0.13,0.05,0.13,https://fbref.com/en/players/181df6a4/matchlogs/2024-2025/summary/Robert-Atkinson-Match-Logs
10,Middlesbrough,Luke Ayling,England,DF,32.0,1991.0,26,23,1951,21.7,0,2,2,0,0,0,4,0,0.7,0.7,2.5,3.2,34,143,65,0.0,0.09,0.09,0.0,0.09,0.03,0.12,0.15,0.03,0.15,https://fbref.com/en/players/420d7c7d/matchlogs/2024-2025/summary/Luke-Ayling-Match-Logs
10,Middlesbrough,Finn Azaz,Republic of Ireland,"MF,FW",23.0,2000.0,45,43,3544,39.4,12,11,23,12,0,0,6,0,9.5,9.5,9.7,19.2,94,236,290,0.3,0.28,0.58,0.3,0.58,0.24,0.25,0.49,0.24,0.49,https://fbref.com/en/players/b6f54c31/matchlogs/2024-2025/summary/Finn-Azaz-Match-Logs
11,Millwall,Femi Azeez,England,FW,23.0,2001.0,34,21,1906,21.2,2,5,7,2,0,0,4,0,4.8,4.8,2.1,6.9,81,61,161,0.09,0.24,0.33,0.09,0.33,0.23,0.1,0.32,0.23,0.32,https://fbref.com/en/players/2d590087/matchlogs/2024-2025/summary/Femi-Azeez-Match-Logs
23,Watford,Kwadwo Baah,England,"MF,FW",21.0,2003.0,27,16,1459,16.2,4,3,7,4,0,0,5,1,3.2,3.2,3.0,6.2,80,17,105,0.25,0.19,0.43,0.25,0.43,0.2,0.18,0.38,0.2,0.38,https://fbref.com/en/players/f240e4f2/matchlogs/2024-2025/summary/Kwadwo-Baah-Match-Logs
23,Watford,Daniel Bachmann,Austria,GK,30.0,1994.0,22,22,1902,21.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1c0eea98/matchlogs/2024-2025/summary/Daniel-Bachmann-Match-Logs
4,Cardiff City,Joel Bagan,Republic of Ireland,DF,24.0,2000.0,31,17,1612,17.9,0,1,1,0,0,0,4,1,0.2,0.2,0.5,0.7,13,44,20,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/e9da32cb/matchlogs/2024-2025/summary/Joel-Bagan-Match-Logs
14,Plymouth Argyle,Michael Baidoo,Ghana,"MF,FW",25.0,1999.0,11,4,452,5.0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,10,14,25,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,https://fbref.com/en/players/467553cf/matchlogs/2024-2025/summary/Michael-Baidoo-Match-Logs
20,Stoke City,Lewis Baker,England,MF,29.0,1995.0,19,16,1475,16.4,6,2,8,4,2,2,3,0,3.8,2.2,1.9,4.1,19,57,50,0.37,0.12,0.49,0.24,0.37,0.23,0.12,0.35,0.13,0.25,https://fbref.com/en/players/1b278bf5/matchlogs/2024-2025/summary/Lewis-Baker-Match-Logs
1,Blackburn Rovers,Lewis Baker,England,"MF,FW",29.0,1995.0,13,7,596,6.6,1,0,1,1,0,0,2,0,0.9,0.9,0.4,1.3,7,15,7,0.15,0.0,0.15,0.15,0.15,0.14,0.06,0.2,0.14,0.2,https://fbref.com/en/players/1b278bf5/matchlogs/2024-2025/summary/Lewis-Baker-Match-Logs
21,Sunderland,Daniel Ballard,Northern Ireland,DF,24.0,1999.0,20,12,1127,12.5,2,1,3,2,0,0,3,0,1.4,1.4,0.3,1.7,8,51,5,0.16,0.08,0.24,0.16,0.24,0.11,0.03,0.13,0.11,0.13,https://fbref.com/en/players/38f300f3/matchlogs/2024-2025/summary/Daniel-Ballard-Match-Logs
8,Leeds United,Patrick Bamford,England,FW,30.0,1993.0,17,0,252,2.8,0,0,0,0,0,0,0,0,2.2,2.2,0.2,2.3,3,7,18,0.0,0.0,0.0,0.0,0.0,0.79,0.06,0.84,0.79,0.84,https://fbref.com/en/players/93feac6e/matchlogs/2024-2025/summary/Patrick-Bamford-Match-Logs
11,Millwall,Raees Bangura-Williams,Thailand,"FW,MF",,,10,7,608,6.8,0,3,3,0,0,0,2,0,1.1,1.1,0.4,1.5,8,17,26,0.0,0.44,0.44,0.0,0.44,0.16,0.07,0.22,0.16,0.22,https://fbref.com/en/players/ccb5fe22/matchlogs/2024-2025/summary/Raees-Bangura-Williams-Match-Logs
24,West Bromwich Albion,Tamer Bani Odeh,Jordan,"MF,FW",20.0,2003.0,4,0,53,0.6,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,0,6,6,0.0,1.7,1.7,0.0,1.7,0.24,1.46,1.69,0.24,1.69,https://fbref.com/en/players/8a03364a/matchlogs/2024-2025/summary/Tamer-Bani-Odeh-Match-Logs
19,Sheffield Wednesday,Barry Bannan,Scotland,MF,34.0,1989.0,41,40,3461,38.5,4,5,9,4,0,0,7,0,2.6,2.6,6.5,9.1,40,324,61,0.1,0.13,0.23,0.1,0.23,0.07,0.17,0.24,0.07,0.24,https://fbref.com/en/players/9469fb13/matchlogs/2024-2025/summary/Barry-Bannan-Match-Logs
18,Sheffield United,Jamal Baptiste,England,DF,20.0,2003.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/41d3704d/matchlogs/2024-2025/summary/Jamal-Baptiste-Match-Logs
9,Luton Town,Shandon Baptiste,Grenada,MF,26.0,1998.0,16,7,717,8.0,1,0,1,1,0,0,2,0,0.9,0.9,1.5,2.4,9,34,16,0.13,0.0,0.13,0.13,0.13,0.11,0.19,0.31,0.11,0.31,https://fbref.com/en/players/2886c9b5/matchlogs/2024-2025/summary/Shandon-Baptiste-Match-Logs
6,Derby County,Tom Barkhuizen,England,"FW,MF",31.0,1993.0,19,2,404,4.5,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.8,13,8,33,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19,https://fbref.com/en/players/9cf7496b/matchlogs/2024-2025/summary/Tom-Barkhuizen-Match-Logs
10,Middlesbrough,Daniel Barlaser,Turkey,MF,27.0,1997.0,23,12,1155,12.8,1,1,2,1,0,0,2,0,0.3,0.3,2.4,2.7,11,83,22,0.08,0.08,0.16,0.08,0.16,0.03,0.19,0.21,0.03,0.21,https://fbref.com/en/players/91ea9f40/matchlogs/2024-2025/summary/Daniel-Barlaser-Match-Logs
12,Norwich City,Ashley Barnes,England,"FW,MF",34.0,1989.0,8,1,173,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,8,6,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,https://fbref.com/en/players/2691c772/matchlogs/2024-2025/summary/Ashley-Barnes-Match-Logs
3,Burnley,Ashley Barnes,England,"FW,MF",34.0,1989.0,13,1,134,1.5,1,1,2,1,0,0,1,0,0.9,0.9,0.3,1.2,1,3,5,0.67,0.67,1.34,0.67,1.34,0.61,0.23,0.84,0.61,0.84,https://fbref.com/en/players/2691c772/matchlogs/2024-2025/summary/Ashley-Barnes-Match-Logs
7,Hull City,Louie Barry,England,"FW,MF",21.0,2003.0,4,2,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,7,3,14,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.14,0.1,0.14,https://fbref.com/en/players/bd885979/matchlogs/2024-2025/summary/Louie-Barry-Match-Logs
24,West Bromwich Albion,Kyle Bartley,England,DF,33.0,1991.0,31,30,2610,29.0,0,0,0,0,0,0,5,1,1.9,1.9,1.0,2.9,7,66,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1,https://fbref.com/en/players/18e96f64/matchlogs/2024-2025/summary/Kyle-Bartley-Match-Logs
5,Coventry City,Norman Bassette,Belgium,FW,19.0,2004.0,25,11,907,10.1,2,0,2,2,0,0,5,0,4.9,4.9,0.2,5.1,11,6,46,0.2,0.0,0.2,0.2,0.2,0.48,0.02,0.5,0.48,0.5,https://fbref.com/en/players/9cd23b05/matchlogs/2024-2025/summary/Norman-Bassette-Match-Logs
1,Blackburn Rovers,Danny Batth,England,DF,33.0,1990.0,37,34,3009,33.4,2,0,2,2,0,0,5,0,2.1,2.1,0.8,2.9,4,59,6,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.09,0.06,0.09,https://fbref.com/en/players/f1d0fa63/matchlogs/2024-2025/summary/Danny-Batth-Match-Logs
16,Preston North End,Patrick Bauer,Germany,DF,31.0,1992.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1bd6bc77/matchlogs/2024-2025/summary/Patrick-Bauer-Match-Logs
23,Watford,Vakoun Bayo,Ivory Coast,FW,27.0,1997.0,41,25,2242,24.9,10,0,10,9,1,1,5,1,13.1,12.3,0.8,13.1,19,22,97,0.4,0.0,0.4,0.36,0.36,0.53,0.03,0.56,0.49,0.53,https://fbref.com/en/players/132f161f/matchlogs/2024-2025/summary/Vakoun-Bayo-Match-Logs
19,Sheffield Wednesday,James Beadle,England,GK,20.0,2004.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9019e4d8/matchlogs/2024-2025/summary/James-Beadle-Match-Logs
1,Blackburn Rovers,Owen Beck,Wales,"DF,FW",21.0,2002.0,24,21,1874,20.8,1,0,1,1,0,0,3,1,1.1,1.1,1.4,2.6,32,37,62,0.05,0.0,0.05,0.05,0.05,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/a011a1e9/matchlogs/2024-2025/summary/Owen-Beck-Match-Logs
7,Hull City,Chris Bedia,Ivory Coast,FW,28.0,1996.0,21,9,921,10.2,3,0,3,2,1,1,0,0,4.7,4.0,0.7,4.6,6,9,29,0.29,0.0,0.29,0.2,0.2,0.46,0.07,0.53,0.39,0.45,https://fbref.com/en/players/ec11ecf8/matchlogs/2024-2025/summary/Chris-Bedia-Match-Logs
9,Luton Town,Amari'i Bell,Jamaica,DF,30.0,1994.0,31,31,2706,30.1,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,39,141,37,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,https://fbref.com/en/players/399e9474/matchlogs/2024-2025/summary/Amarii-Bell-Match-Logs
2,Bristol City,Sam Bell,England,"FW,DF",22.0,2002.0,20,0,440,4.9,0,0,0,0,0,0,0,0,1.6,1.6,0.5,2.1,8,6,58,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.42,0.32,0.42,https://fbref.com/en/players/a95abffc/matchlogs/2024-2025/summary/Sam-Bell-Match-Logs
21,Sunderland,Jobe Bellingham,England,MF,18.0,2005.0,40,39,3507,39.0,4,3,7,4,0,0,10,1,3.0,3.0,2.9,5.9,52,193,103,0.1,0.08,0.18,0.1,0.18,0.08,0.07,0.15,0.08,0.15,https://fbref.com/en/players/c88ff68d/matchlogs/2024-2025/summary/Jobe-Bellingham-Match-Logs
7,Hull City,Bachir Belloumi,Algeria,"FW,MF",22.0,2002.0,10,10,815,9.1,2,2,4,2,0,0,1,0,2.4,2.4,2.3,4.6,36,42,99,0.22,0.22,0.44,0.22,0.44,0.26,0.25,0.51,0.26,0.51,https://fbref.com/en/players/b6cafcad/matchlogs/2024-2025/summary/Bachir-Belloumi-Match-Logs
12,Norwich City,Anis Ben Slimane,Tunisia,MF,23.0,2001.0,33,25,2091,23.2,2,2,4,2,0,0,6,0,2.1,2.1,2.7,4.8,29,90,76,0.09,0.09,0.17,0.09,0.17,0.09,0.12,0.21,0.09,0.21,https://fbref.com/en/players/9ade9ce1/matchlogs/2024-2025/summary/Anis-Ben-Slimane-Match-Logs
18,Sheffield United,Anis Ben Slimane,Tunisia,MF,23.0,2001.0,3,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,https://fbref.com/en/players/9ade9ce1/matchlogs/2024-2025/summary/Anis-Ben-Slimane-Match-Logs
13,Oxford United,Joe Bennett,England,DF,34.0,1990.0,12,8,744,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/dc936144/matchlogs/2024-2025/summary/Joe-Bennett-Match-Logs
17,Queens Park Rangers,Daniel Bennie,Australia,"FW,MF",18.0,2006.0,12,1,216,2.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,9,10,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,https://fbref.com/en/players/e776d457/matchlogs/2024-2025/summary/Daniel-Bennie-Match-Logs
3,Burnley,Jóhann Berg Guðmundsson,Iceland,MF,33.0,1990.0,1,0,16,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,5.63,0.0,5.63,5.63,5.63,0.45,0.0,0.45,0.45,0.45,https://fbref.com/en/players/f72293fc/matchlogs/2024-2025/summary/Johann-Berg-Gudmundsson-Match-Logs
19,Sheffield Wednesday,Di'Shon Bernard,Jamaica,DF,23.0,2000.0,27,26,2235,24.8,2,0,2,2,0,0,9,2,2.0,2.0,0.4,2.4,5,57,7,0.08,0.0,0.08,0.08,0.08,0.08,0.02,0.1,0.08,0.1,https://fbref.com/en/players/c21da05c/matchlogs/2024-2025/summary/DiShon-Bernard-Match-Logs
16,Preston North End,Kian Best,England,DF,18.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/171642db/matchlogs/2024-2025/summary/Kian-Best-Match-Logs
22,Swansea City,Florian Bianchini,France,FW,23.0,2001.0,36,8,1103,12.3,3,0,3,3,0,0,2,0,4.4,4.4,1.1,5.5,12,17,55,0.24,0.0,0.24,0.24,0.24,0.36,0.09,0.45,0.36,0.45,https://fbref.com/en/players/adc58361/matchlogs/2024-2025/summary/Florian-Bianchini-Match-Logs
5,Coventry City,Jake Bidwell,England,DF,31.0,1993.0,29,23,2062,22.9,1,1,2,1,0,0,5,0,1.0,0.9,2.0,2.8,35,120,132,0.04,0.04,0.09,0.04,0.09,0.05,0.09,0.13,0.04,0.12,https://fbref.com/en/players/676b6c9b/matchlogs/2024-2025/summary/Jake-Bidwell-Match-Logs
